-4	0.0680338
-3.96	-0.0212288
-3.92	0.0563462
-3.88	0.059159
-3.84	0.0814384
-3.8	-0.0618637
-3.76	-0.0349358
-3.72	0.0509527
-3.68	-0.0479113
-3.64	0.00658056
-3.6	-0.00931981
-3.56	0.020743
-3.52	-0.0317011
-3.48	-0.000694756
-3.44	0.0896046
-3.4	0.0865284
-3.36	0.036466
-3.32	0.0609267
-3.28	-0.0439267
-3.24	0.0613538
-3.2	-0.0432
-3.16	0.0161295
-3.12	0.00807885
-3.08	0.151838
-3.04	0.0278716
-3	0.0750819
-2.96	0.00967925
-2.92	-0.0173202
-2.88	0.124726
-2.84	-0.0812177
-2.8	-0.0853924
-2.76	-0.0946037
-2.72	-0.222156
-2.68	-0.370479
-2.64	-0.383503
-2.6	-0.476441
-2.56	-0.534062
-2.52	-0.463452
-2.48	-0.592139
-2.44	-0.451955
-2.4	-0.417532
-2.36	-0.247819
-2.32	-0.167457
-2.28	0.110586
-2.24	0.183677
-2.2	0.394613
-2.16	0.67155
-2.12	0.855034
-2.08	0.809692
-2.04	1.06388
-2	1.00518
-1.96	0.888808
-1.92	0.8295
-1.88	0.797238
-1.84	0.679894
-1.8	0.384733
-1.76	0.130227
-1.72	-0.0732394
-1.68	-0.164886
-1.64	-0.397081
-1.6	-0.481779
-1.56	-0.417113
-1.52	-0.473596
-1.48	-0.489643
-1.44	-0.579829
-1.4	-0.472507
-1.36	-0.434172
-1.32	-0.275157
-1.28	-0.239301
-1.24	-0.125863
-1.2	-0.0787122
-1.16	-0.114307
-1.12	0.014819
-1.08	0.149217
-1.04	0.171376
-1	0.140153
-0.96	0.0540843
-0.92	0.139079
-0.88	0.108745
-0.84	0.0382934
-0.8	0.090921
-0.76	-0.0271054
-0.72	0.015487
-0.68	0.0932007
-0.64	0.0749081
-0.6	-0.0308613
-0.56	-0.0552237
-0.52	0.0751645
-0.48	-0.0346845
-0.44	0.0322337
-0.4	0.086447
-0.36	0.0134806
-0.32	0.0279662
-0.28	0.0690123
-0.24	-0.0141053
-0.2	0.083372
-0.16	-0.0212638
-0.12	0.0623554
-0.0800002	0.0365021
-0.0400002	0.0820411
0	-0.00350187
0.04	-0.0566817
0.0799999	0.0903921
0.12	0.0846236
0.16	-0.0695168
0.2	0.0776344
0.24	0.0302334
0.28	-0.0108864
0.32	0.0274139
0.36	-0.0395407
0.4	0.0620471
0.44	-0.0334082
0.48	-0.00583673
0.52	-0.0512687
0.56	-0.061476
0.6	-0.0478243
0.64	0.00222088
0.68	-0.0338854
0.72	-0.0935446
0.76	0.0416611
0.8	-0.132714
0.84	-0.142268
0.88	-0.0816603
0.92	-0.0392767
0.96	-0.000275281
1	-0.00896205
1.04	-0.0483249
1.08	-0.0862122
1.12	0.0226624
1.16	-0.00410416
1.2	0.0438651
1.24	0.105859
1.28	0.258705
1.32	0.276089
1.36	0.33969
1.4	0.526889
1.44	0.458257
1.48	0.618521
1.52	0.486858
1.56	0.560254
1.6	0.344341
1.64	0.399722
1.68	0.0669328
1.72	-0.0184422
1.76	-0.282149
1.8	-0.466941
1.84	-0.542286
1.88	-0.71806
1.92	-0.859744
1.96	-0.878115
2	-0.972093
2.04	-0.922072
2.08	-0.977045
2.12	-0.844248
2.16	-0.605964
2.2	-0.508476
2.24	-0.313034
2.28	-0.0913517
2.32	0.139784
2.36	0.365736
2.4	0.437543
2.44	0.557343
2.48	0.46103
2.52	0.489569
2.56	0.632777
2.6	0.422165
2.64	0.489005
2.68	0.254779
2.72	0.344245
2.76	0.0732382
2.8	0.162088
2.84	-0.0606645
2.88	-0.124108
2.92	0.0236958
2.96	-0.0649427
3	-0.158819
3.04	-0.163909
3.08	-0.112664
3.12	0.00197281
3.16	-0.00361323
3.2	-0.0817209
3.24	-0.0294631
3.28	-0.0118669
3.32	-0.0269522
3.36	0.0281538
3.4	-0.0833614
3.44	0.00700292
3.48	0.0548337
3.52	-0.034483
3.56	0.103477
3.6	0.0201934
3.64	0.0797362
3.68	0.0530281
3.72	0.0284752
3.76	-0.0909355
3.8	0.0509345
3.84	0.0675387
3.88	0.0856043
3.92	0.0749279
3.96	0.0663129
4	0.0958906
