0 0.037566
0.037566 0.62077
0.62077 0.357014
0.357014 0.914096
0.914096 0.437212
0.437212 0.778724
0.778724 0.785956
0.785956 0.675578
0.675578 0.0985993
0.0985993 0.128109
0.128109 0.757881
0.757881 0.222222
0.222222 0.334188
0.334188 0.106381
0.106381 0.085294
0.085294 0.491501
0.491501 0.456499
0.456499 0.151057
0.151057 0.58064
0.58064 0.420947
0.420947 0.778022
0.778022 0.699625
0.699625 0.0564863
0.0564863 0.94803
0.94803 0.611279
0.611279 0.18963
0.18963 0.325277
0.325277 0.0103146
0.0103146 0.26876
0.26876 0.0585309
0.0585309 0.199548
0.199548 0.54521
0.54521 0.0629558
0.0629558 0.743813
0.743813 0.491776
0.491776 0.49028
0.49028 0.306357
0.306357 0.683024
0.683024 0.0144954
0.0144954 0.782996
0.782996 0.311483
0.311483 0.31365
0.31365 0.580152
0.580152 0.36089
0.36089 0.390827
0.390827 0.0731789
0.0731789 0.00131222
0.00131222 0.161433
0.161433 0.856877
0.856877 0.399097
0.399097 0.0904208
0.0904208 0.122128
0.122128 0.0221856
0.0221856 0.728921
0.728921 0.659984
0.659984 0.180475
0.180475 0.199182
0.199182 0.500168
0.500168 0.522537
0.522537 0.273978
0.273978 0.700388
0.700388 0.150325
0.150325 0.490555
0.490555 0.340139
0.340139 0.838323
0.838323 0.116879
0.116879 0.376545
0.376545 0.316458
0.316458 0.925478
0.925478 0.837316
0.837316 0.992981
0.992981 0.140438
0.140438 0.274375
0.274375 0.749184
0.749184 0.152431
0.152431 0.74955
0.74955 0.197473
0.197473 0.289969
0.289969 0.667308
0.667308 0.0813574
0.0813574 0.00729348
0.00729348 0.897128
0.897128 0.350179
0.350179 0.073301
0.073301 0.0163264
0.0163264 0.00823949
0.00823949 0.0135189
0.0135189 0.662883
0.662883 0.537062
0.537062 0.0607281
0.0607281 0.469804
0.469804 0.787635
0.787635 0.882023
0.882023 0.492111
0.492111 0.531569
0.531569 0.385059
0.385059 0.363728
0.363728 0.739907
0.739907 0.0113217
0.0113217 0.392627
0.392627 0.294638
0.294638 0.241631
0.241631 0.721505
0.721505 0.747841
0.747841 0.987244
0.987244 0.43474
0.43474 0.474686
0.474686 0.388233
0.388233 0.754097
0.754097 0.756752
0.756752 0.083341
0.083341 0.251274
0.251274 0.907657
0.907657 0.645183
0.645183 0.359944
0.359944 0.274467
0.274467 0.760444
0.760444 0.53752
0.53752 0.117031
0.117031 0.395313
0.395313 0.62495
0.62495 0.87125
0.87125 0.167079
0.167079 0.551314
0.551314 0.813665
0.813665 0.0839208
0.0839208 0.322591
0.322591 0.679972
0.679972 0.63911
0.63911 0.612957
0.612957 0.396076
0.396076 0.718789
0.718789 0.413775
0.413775 0.895908
0.895908 0.200037
0.200037 0.605267
0.605267 0.450151
0.450151 0.370289
0.370289 0.54695
0.54695 0.276908
0.276908 0.0607586
0.0607586 0.473557
0.473557 0.249352
0.249352 0.671183
0.671183 0.558058
0.558058 0.64323
0.64323 0.119717
0.119717 0.725625
0.725625 0.2546
0.2546 0.316824
0.316824 0.970521
0.970521 0.377735
0.377735 0.462846
0.462846 0.931795
0.931795 0.614331
0.614331 0.564985
0.564985 0.495316
0.495316 0.925692
0.925692 0.863591
0.863591 0.224908
0.224908 0.6645
0.6645 0.736
0.736 0.530837
0.530837 0.294974
0.294974 0.28292
0.28292 0.800208
0.800208 0.428545
0.428545 0.712686
0.712686 0.663035
0.663035 0.55583
0.55583 0.369221
0.369221 0.415576
0.415576 0.117398
0.117398 0.440355
0.440355 0.16537
0.16537 0.341115
0.341115 0.958436
0.958436 0.891269
0.891269 0.629467
0.629467 0.426806
0.426806 0.498734
0.498734 0.34612
0.34612 0.574049
0.574049 0.61015
0.61015 0.0507492
0.0507492 0.242363
0.242363 0.81159
0.81159 0.828649
0.828649 0.926943
0.926943 0.0175166
0.0175166 0.154628
0.154628 0.0198358
0.0198358 0.439897
0.439897 0.109066
0.109066 0.415606
0.415606 0.121151
0.121151 0.902042
0.902042 0.9545
0.9545 0.407062
0.407062 0.0701273
0.0701273 0.625927
0.625927 0.991364
0.991364 0.941469
0.941469 0.804236
0.804236 0.924014
0.924014 0.657145
0.657145 0.831365
0.831365 0.261039
0.261039 0.108853
0.108853 0.389331
0.389331 0.889225
0.889225 0.377979
0.377979 0.492874
0.492874 0.625408
0.625408 0.927553
0.927553 0.0925875
0.0925875 0.388629
0.388629 0.802893
0.802893 0.758857
0.758857 0.342336
0.342336 0.108609
0.108609 0.359303
0.359303 0.195642
0.195642 0.0647563
0.0647563 0.965272
0.965272 0.732094
0.732094 0.050383
0.050383 0.197321
0.197321 0.271201
0.271201 0.358815
0.358815 0.135585
0.135585 0.677531
0.677531 0.338826
0.338826 0.67692
0.67692 0.263755
0.263755 0.442919
0.442919 0.480668
0.480668 0.123959
0.123959 0.247398
0.247398 0.430956
0.430956 0.00924654
0.00924654 0.137386
0.137386 0.89899
0.89899 0.579145
0.579145 0.237023
0.237023 0.154719
0.154719 0.0310965
0.0310965 0.824987
0.824987 0.476517
0.476517 0.613446
0.613446 0.456132
0.456132 0.106015
0.106015 0.0402515
0.0402515 0.951082
0.951082 0.986634
0.986634 0.359669
0.359669 0.240685
0.240685 0.605145
0.605145 0.435137
0.435137 0.523483
0.523483 0.390338
0.390338 0.0131222
0.0131222 0.614086
0.614086 0.534957
0.534957 0.801703
0.801703 0.612469
0.612469 0.336019
0.336019 0.331594
0.331594 0.787299
0.787299 0.840734
0.840734 0.413409
0.413409 0.850865
0.850865 0.659617
0.659617 0.135433
0.135433 0.658763
0.658763 0.0303335
0.0303335 0.731148
0.731148 0.933992
0.933992 0.884586
0.884586 0.807409
0.807409 0.314413
0.314413 0.673991
0.673991 0.903384
0.903384 0.119686
0.119686 0.721871
0.721871 0.792884
0.792884 0.527663
0.527663 0.904574
0.904574 0.266075
0.266075 0.728188
0.728188 0.569898
0.569898 0.0996674
0.0996674 0.259483
0.259483 0.917391
0.917391 0.842595
0.842595 0.642375
0.642375 0.0146175
0.0146175 0.79801
0.79801 0.15829
0.15829 0.470262
0.470262 0.843938
0.843938 0.807532
0.807532 0.329427
0.329427 0.520797
0.520797 0.0600262
0.0600262 0.383472
0.383472 0.168543
0.168543 0.731484
0.731484 0.975282
0.975282 0.963288
0.963288 0.488114
0.488114 0.0398547
0.0398547 0.902286
0.902286 0.984528
0.984528 0.100674
0.100674 0.38335
0.38335 0.153529
0.153529 0.884678
0.884678 0.81867
0.81867 0.699503
0.699503 0.0414721
0.0414721 0.101254
0.101254 0.454668
0.454668 0.925814
0.925814 0.878605
0.878605 0.0717141
0.0717141 0.821111
0.821111 0.999786
0.999786 0.977479
0.977479 0.233574
0.233574 0.730538
0.730538 0.858922
0.858922 0.650584
0.650584 0.0243523
0.0243523 0.995423
0.995423 0.440721
0.440721 0.210412
0.210412 0.881504
0.881504 0.428301
0.428301 0.682657
0.682657 0.969422
0.969422 0.242607
0.242607 0.841619
0.841619 0.522262
0.522262 0.240197
0.240197 0.545088
0.545088 0.0479417
0.0479417 0.897006
0.897006 0.335164
0.335164 0.226495
0.226495 0.859684
0.859684 0.744423
0.744423 0.566847
0.566847 0.724282
0.724282 0.0894443
0.0894443 0.0020141
0.0020141 0.247765
0.247765 0.475999
0.475999 0.549635
0.549635 0.60722
0.60722 0.690378
0.690378 0.9191
0.9191 0.0528243
0.0528243 0.497604
0.497604 0.207239
0.207239 0.491135
0.491135 0.411456
0.411456 0.610638
0.610638 0.110806
0.110806 0.629558
0.629558 0.438066
0.438066 0.883823
0.883823 0.713571
0.713571 0.771888
0.771888 0.945131
0.945131 0.254692
0.254692 0.328084
0.328084 0.355641
0.355641 0.745186
0.745186 0.660685
0.660685 0.266807
0.266807 0.818273
0.818273 0.650706
0.650706 0.0393665
0.0393665 0.842229
0.842229 0.597333
0.597333 0.474198
0.474198 0.328176
0.328176 0.366902
0.366902 0.130306
0.130306 0.0281669
0.0281669 0.464646
0.464646 0.153285
0.153285 0.854649
0.854649 0.125088
0.125088 0.38628
0.38628 0.51387
0.51387 0.20794
0.20794 0.577467
0.577467 0.0305777
0.0305777 0.761177
0.761177 0.627605
0.627605 0.197839
0.197839 0.335012
0.335012 0.207727
0.207727 0.551192
0.551192 0.798651
0.798651 0.237114
0.237114 0.16598
0.16598 0.416186
0.416186 0.192468
0.192468 0.674357
0.674357 0.948427
0.948427 0.660075
0.660075 0.191736
0.191736 0.584272
0.584272 0.867619
0.867619 0.720376
0.720376 0.60896
0.60896 0.90433
0.90433 0.236046
0.236046 0.0346059
0.0346059 0.256676
0.256676 0.572065
0.572065 0.366169
0.366169 0.0402209
0.0402209 0.947328
0.947328 0.524947
0.524947 0.570509
0.570509 0.174738
0.174738 0.493485
0.493485 0.700479
0.700479 0.161586
0.161586 0.875645
0.875645 0.707589
0.707589 0.0361927
0.0361927 0.45186
0.45186 0.580488
0.580488 0.402179
0.402179 0.469529
0.469529 0.753853
0.753853 0.726723
0.726723 0.389728
0.389728 0.938021
0.938021 0.380085
0.380085 0.751869
0.751869 0.482743
0.482743 0.3792
0.3792 0.643016
0.643016 0.093442
0.093442 0.493729
0.493729 0.730507
0.730507 0.855168
0.855168 0.188898
0.188898 0.235192
0.235192 0.929476
0.929476 0.329061
0.329061 0.475755
0.475755 0.519607
0.519607 0.913607
0.913607 0.377155
0.377155 0.391529
0.391529 0.159511
0.159511 0.620403
0.620403 0.311972
0.311972 0.373707
0.373707 0.967347
0.967347 0.987336
0.987336 0.446001
0.446001 0.859776
0.859776 0.755684
0.755684 0.951936
0.951936 0.0917636
0.0917636 0.287284
0.287284 0.336995
0.336995 0.451707
0.451707 0.56172
0.56172 0.0936861
0.0936861 0.523757
0.523757 0.42412
0.42412 0.168421
0.168421 0.71647
0.71647 0.128506
0.128506 0.806677
0.806677 0.224328
0.224328 0.593183
0.593183 0.963685
0.963685 0.53691
0.53691 0.0419604
0.0419604 0.161311
0.161311 0.841863
0.841863 0.55229
0.55229 0.933779
0.933779 0.858311
0.858311 0.575513
0.575513 0.79032
0.79032 0.212365
0.212365 0.121761
0.121761 0.977113
0.977113 0.188532
0.188532 0.190149
0.190149 0.389087
0.389087 0.859196
0.859196 0.684366
0.684366 0.179651
0.179651 0.0978364
0.0978364 0.0342702
0.0342702 0.215386
0.215386 0.493363
0.493363 0.685465
0.685465 0.314779
0.314779 0.719033
0.719033 0.443804
0.443804 0.589521
0.589521 0.513259
0.513259 0.132869
0.132869 0.343465
0.343465 0.24749
0.24749 0.442217
0.442217 0.394336
0.394336 0.504837
0.504837 0.0968598
0.0968598 0.914126
0.914126 0.440966
0.440966 0.240441
0.240441 0.575117
0.575117 0.741524
0.741524 0.21026
0.21026 0.862736
0.862736 0.119808
0.119808 0.736885
0.736885 0.63969
0.63969 0.684275
0.684275 0.168391
0.168391 0.712716
0.712716 0.666789
0.666789 0.0175471
0.0175471 0.158381
0.158381 0.481522
0.481522 0.229058
0.229058 0.175013
0.175013 0.527267
0.527267 0.855778
0.855778 0.263969
0.263969 0.469193
0.469193 0.712564
0.712564 0.648021
0.648021 0.709024
0.709024 0.212609
0.212609 0.15179
0.15179 0.670725
0.670725 0.501755
0.501755 0.717721
0.717721 0.282401
0.282401 0.736397
0.736397 0.579633
0.579633 0.29708
0.29708 0.541915
0.541915 0.657542
0.657542 0.880161
0.880161 0.263145
0.263145 0.367848
0.367848 0.246666
0.246666 0.340871
0.340871 0.928408
0.928408 0.197687
0.197687 0.316244
0.316244 0.899204
0.899204 0.60542
0.60542 0.468919
0.468919 0.678782
0.678782 0.492722
0.492722 0.60664
0.60664 0.619061
0.619061 0.146816
0.146816 0.0588971
0.0588971 0.244591
0.244591 0.0856297
0.0856297 0.53279
0.53279 0.535201
0.535201 0.831731
0.831731 0.306082
